,sentence,masked_word
4366,Are [MASK] free on Saturday?,you
4367,See [MASK] then.,you
4368,Do [MASK] call [MASK]r family in Brazil?,you
4369,But [MASK] speak English well.,you
4370,"Which do [MASK] speak at home, English or Portuguese?",you
4371,They’re in [MASK] pocket.,your
4372,"Kota, [MASK]’re late.",you
4373,Do [MASK] know this book?,you
4374,Do [MASK] know any other good books?,you
4375,Do [MASK] know about her?,you
4376,"Are [MASK] taking pictures, Kota?",you
4377,Let’s check [MASK] answers.,your
4378,Thank [MASK].,you
4379,[MASK]'re welcome.,You
4380,How are [MASK]?,you
4381,"[MASK] student, Ando Saki",Your
4382,Can [MASK] skate?,you
4383,Can [MASK] guess?,you
4384,"Thank [MASK] for yesterday, Ms. Brown.",you
4385,Can [MASK] find Mt. Fuji in it?,you
4386,When can [MASK] climb it?,you
4387,Can [MASK] help me with my homework?,you
4388,Can [MASK] set the table?,you
4389,Did [MASK] read my report?,you
4390,[MASK] wrote about Boston.,You
4391,Where did [MASK] travel this winter?,you
4392,But I enjoy my life in Japan with [MASK] all.,you
4393,"I enjoy [MASK] class, too.",your
4394,Thank [MASK].  ,you
4395,"See [MASK] tomorrow, Saki.",you
4396,"[MASK] friend, Erika",Your
4397,"Put [MASK] guns on the table, ",your
4398,"Take off [MASK] clothes, and Put salt and vinegar on [MASK] bodies…",your
4399,[MASK] can get a lot of information about dinosaurs and natural history at the museum.,You
4400,Thank [MASK].,you
4401,How did [MASK] get to Fukui?,you
4402,How many hours did [MASK] spend at the museum?,you
4403,"Are [MASK] ready, Deepa?",you
4404,What were [MASK] doing?,you
4405,"Oh, did [MASK] buy that?",you
4406,What events do [MASK] have at [MASK]r school?,you
4407,[MASK] school is different from ours.,Your
4408,[MASK] all look happy!,You
4409,[MASK] wrote your message at 4:25 a.m. Japan time.,You
4410,"Now [MASK]'re sleeping, right?",you
4411,What are [MASK] plans for the holidays?,your
4412,Do [MASK] want anything from the U.K.?,you
4413,"Show me [MASK] passport, please.",your
4414,Here [MASK] are.,you
4415,What's the purpose of [MASK] visit?,your
4416,How long are [MASK] going to stay?,you
4417,Where are [MASK] going to stay?,you
4418,Enjoy [MASK] stay.,your
4419,Thank [MASK].,you
4420,Maybe [MASK] know it from the Harry Potter movies.,you
4421,May I ask [MASK] a favor?,you
4422,Could [MASK] take our picture?,you
4423,"Could [MASK] take another one, please?",you
4424,Wash [MASK] hands in the right way.,your
4425,Look in the mirror to check [MASK] appearance.,your
4426,"Deepa, where did [MASK] go on Career Day?",you
4427,[MASK] need to get along with your teammates.,You
4428,[MASK] need to break the language barrier.,You
4429,It’s all about [MASK] heart.,your
4430,We want to hold a farewell party for [MASK].,you
4431,Do [MASK] have any plans next Sunday afternoon?,you
4432,Tell us [MASK] schedule.,your
4433,"[MASK] friend, Yun-ho",Your
4434,Thank [MASK] for the party.,you
4435,[MASK] plan surprised me very much.,Your
4436,Thank [MASK].,you
4437,Why do [MASK] think so?,you
4438,What are [MASK] saying?,you
4439,Who are [MASK]?,you
4440,Do [MASK] have any work for me?,you
4441,"Oh, [MASK] sound so angry.",you
4442,Can [MASK] make a big fence along the stream?,you
4443,Why did [MASK] do that?,you
4444,I don’t want to lose [MASK] friendship.,your
4445,[MASK] both look very happy.,You
4446,"Thank [MASK], Pat.",you
4447,[MASK] built a bridge between us.,You
4448,We have a lot of work for [MASK].,you
4449,"Thank [MASK], but I can’t.",you
4450,[MASK]’re a member of the family. ,You
4451,[MASK] have to follow the family’s rules.,You
4452,[MASK] have to speak English here.,You
4453,But [MASK] don’t have to speak perfect English.,you
4454,"Saki, did [MASK] sleep well?",you
4455,"Yes, thank [MASK].",you
4456,"Well, make [MASK] bed and come downstairs.",your
4457,I’ll show [MASK].,you
4458,[MASK] must tell your host mother.,You
4459,Thank [MASK] for [MASK]r advice.,you
4460,"Carlo, [MASK] must not compare host families.",you
4461,[MASK] family has its good points.,Your
4462,[MASK]’re right.  ,You
4463,Thank [MASK].,you
4464,Why don’t [MASK] come?,you
4465,[MASK] can use them easily and safely.,You
4466,"If [MASK] are interested, we will send [MASK] a catalog.",you
4467,Did [MASK] know that shampoo bottles have bumps?,you
4468,Do [MASK] see the ramp by the stairs?,you
4469,"If [MASK]’re in a wheelchair, or pushing a stroller, [MASK] can use the ramp.",you
4470,Thank [MASK].,you
4471,[MASK]’re welcome.,You
4472,"How about [MASK], Mark?",you
4473,"Here are [MASK] donuts, Mark!",your
4474,"Hey, [MASK] said [MASK]’re scared of donuts!",you
4475,"Oh, I forgot to tell [MASK].",you
4476,[MASK] can learn about history there.,You
4477,[MASK] can see some round houses.,You
4478,Don’t [MASK] think they look interesting?,you
4479,"The minister said, Tsutomu, do [MASK] want to come and stay with us?",you
4480,My wife and children will welcome [MASK].,you
4481,"Tsutomu’s Italian voice trainer once said to him, [MASK] voice is a gift from God, and also from your father.",Your
4482,[MASK]’re the only one in the world with a voice like that.,You
4483,"Thank [MASK], Deepa.",you
4484,"I love dolphins, so I really enjoyed [MASK] book.",your
4485,"Oh, then [MASK] should see this movie, Dolphin Tale.",you
4486,May I help [MASK]?,you
4487,What color are [MASK] looking for?,you
4488,Shall I show [MASK] a smaller one?,you
4489,"If [MASK]’re interested, I can tell [MASK] more about it.",you
4490,Can [MASK] believe it?,you
4491,Imagine that [MASK] live on a high mountain.  ,you
4492,[MASK] need to eat every day.  ,You
4493,So [MASK] have to find ways to heat and cook food.  ,you
4494,"When [MASK] are in a place like this, [MASK] can use a solar cooker.  ",you
4495,[MASK] can also use one after a disaster.,You
4496,[MASK] can make one with only cardboard and aluminum foil.,You
4497,"If [MASK] use one solar cooker, [MASK] can save about 550 kilograms of wood every year.",you
4498,"Renewable energy facilities often cost a lot, but [MASK] may find a simple idea, like a solar cooker.  ",you
4499,Thank [MASK].,you
4500,Thank [MASK].,you
4501,Would [MASK] like some more?,you
4502,I'm glad [MASK] like it.,you
4503,Here [MASK] are.,you
4504,Would [MASK] like another piece of meat loaf?,you
4505,"No, thank [MASK].",you
4506,It's used when [MASK] drink tea.,you
4507,[MASK] father often wears aloha shirts to work.,Your
4508,[MASK] can see them in many places.,You
4509,"[MASK]'re on the soccer team, aren't you?",You
4510,How did [MASK] know that?,you
4511,"Paulo, [MASK] coach, told me about you.",your
4512,How long have [MASK] known him?,you
4513,I was really impressed when [MASK] hit a home run.,you
4514,[MASK] have been successful in the United States.,You
4515,What is [MASK] next goal?,your
4516,Please write back if [MASK] have time.,you
4517,I wish [MASK] the best of luck.,you
4518,"From [MASK] biggest fan, Takigawa Erika",your
4519,Have [MASK] ever heard of fair trade?,you
4520,Have [MASK] ever seen this mark?,you
4521,Have [MASK] looked at the prices yet?,you
4522,Have [MASK]?,you
4523,"If [MASK] buy fair trade chocolate, more money goes to the workers.",you
4524,[MASK] shopping choices can make a difference.,Your
4525,"[MASK] friend, Saki",Your
4526,Have [MASK] ever been to the Statue of Liberty?,you
4527,Would [MASK] like to come with me?,you
4528,Let’s meet in front of [MASK] hotel at 10:30.,your
4529,See [MASK] then.,you
4530,Have [MASK] ever heard of auroras?,you
4531,[MASK]’ll be all right soon.,You
4532,[MASK]’ll be all right.,You
4533,Do [MASK] know what to do in an emergency?,you
4534,"In case of an earthquake, cover [MASK] head first.",your
4535,What do [MASK] mean?,you
4536,"Well, I’ll tell [MASK] a story.",you
4537,Could [MASK] tell me how to get to Kokuritsu-kyogijo Station?,you
4538,Thank [MASK] very much.,you
4539,Are [MASK] interested in robots?,you
4540,Do [MASK] know what they can do?,you
4541,I know what [MASK] mean. ,you
4542,"Deepa, what do [MASK] think?",you
4543,"Thank [MASK], everyone.",you
4544,"In my opinion, [MASK] should keep thinking about the best way to live with robots.",you
4545,Do [MASK] want her to call [MASK] back?,you
4546,Could [MASK] tell her to come to my house at two?,you
4547,[MASK] house at two.,Your
4548,"Thank [MASK], Mrs. Walker.",you
4549,[MASK]’re welcome.,You
4550,Say hello to [MASK] parents for me.,your
4551,Is there anyone [MASK]’ve seen before?,you
4552,And [MASK] have no family or friends in the city?,you
4553,Thank [MASK].,you
4554,I’ll come back tomorrow to see how [MASK] are.,you
4555,"At the door, she asked, But why did [MASK] knock at my door?",you
4556,Why did [MASK] give me these cards?,you
4557,if [MASK] look for it.,you
4558,Do you know [MASK] judo?,about
4559,How [MASK] you?,about
4560,"Usually, he doesn’t talk [MASK] animals.",about
4561,How [MASK] The Tale of Peter Rabbit?,about
4562,Do you know [MASK] her?,about
4563,We have [MASK] 200 students and 16 teachers.,about
4564,Saki and Alex are talking [MASK] the menu.,about
4565,"Well, don’t worry [MASK] it.",about
4566,I go to bed at [MASK] eleven.,about
4567,I have an English book [MASK] Boston with me.,about
4568,You wrote [MASK] Boston.,about
4569,It took [MASK] one and a half hours by plane.,about
4570,You can get a lot of information [MASK] dinosaurs and natural history at the museum.,about
4571,It's [MASK] 150 years old.,about
4572,It's [MASK] 20 years old.,about
4573,It took [MASK] one hour from London to Oxford by train.,about
4574,I’m here to learn [MASK] jobs in restaurants.,about
4575,I want to hear [MASK] it.,about
4576,It’s all [MASK] your heart.,about
4577,I’m going to talk [MASK] my dream.,about
4578,She knows a lot [MASK] nature.,about
4579,So I often ask her [MASK] it.,about
4580,"I’m sorry [MASK] the cow, Mary.",about
4581,Oh . . . I think it takes [MASK] ten minutes.,about
4582,"In a cafeteria, three classmates are talking [MASK] scary things.",about
4583,"How [MASK] you, Mark?",about
4584,You can learn [MASK] history there.,about
4585,There are [MASK] 350 rooms.,about
4586,[MASK] 300 people from 60 families live together in our house.,About
4587,Tsutomu told him [MASK] his life.,about
4588,Let’s talk [MASK] the movie tomorrow.,about
4589,How [MASK] this orange one?,about
4590,"If you’re interested, I can tell you more [MASK] it.",about
4591,"If you use one solar cooker, you can save [MASK] 550 kilograms of wood every year.",about
4592,I'm going to talk [MASK] Canada.,about
4593,How [MASK] now?,about
4594,I read [MASK] ukiyo-e and Japanese pop culture today.,about
4595,"I knew little [MASK] them before, but I learned that both are much loved in foreign countries.",about
4596,"Paulo, your coach, told me [MASK] you.",about
4597,For [MASK] eight years.,about
4598,Its water power produces [MASK] eighty percent of Brazil's electricity.,about
4599,That forest produces [MASK] twenty percent of the world's oxygen.,about
4600,"Between the 1970s and 2010, [MASK] 740,000 square kilometers of the forest disappeared.",about
4601,I've been worried [MASK] this problem since I was in elementary school.,about
4602,Learning [MASK] the people behind the products is another.,about
4603,I was glad to learn [MASK] fair trade today.,about
4604,"Today, let’s talk [MASK] living with robots.",about
4605,I’m worried [MASK] losing our future jobs.,about
4606,"In my opinion, you should keep thinking [MASK] the best way to live with robots.",about
4607,What was it [MASK]?,about
4608,It was [MASK] the life of Aung San Suu Kyi.,about
4609,Is she the woman Ms. Baker talked [MASK]?,about
4610,"First, if we have school uniforms, we do not have to worry [MASK] what to wear every day.",about
4611,The woman began to eat and told him [MASK] herself.  ,about
4612,Rudolf did not think that he should tell her [MASK] the cards.,about
4613,"On his way home, Rudolf thought [MASK] his day.  ",about
4614,"He was a university student, and one day he was looking at a book [MASK] Alaska.  ",about
4615,"He learned [MASK] Inuit food, family life, and culture.  ",about
4616,Once he wrote [MASK] flying to the tundra to photograph caribou.  ,about
4617,Maybe Michio’s Alaskan photographs will encourage us to think [MASK] the beautiful Earth we share.,about
4618,Repeat [MASK] me.,after
4619,I play soccer [MASK] school.,after
4620,"[MASK] lunch, I went to the library and borrowed some books.",After
4621,"[MASK] this little fight, Ben took the cow.",After
4622,I have to look [MASK] my neighbor’s children.,after
4623,You can also use one [MASK] a disaster.,after
4624,"[MASK] a while, the boy stopped crying and quietly died.  ",After
4625,"[MASK] the earthquake hit Japan in 2011, he wondered how to help as a craftsperson.",After
4626,"[MASK] a while, the woman opened her eyes. ",After
4627,"[MASK] Michio finished university in Japan, he returned to Alaska.  ",After
4628,Say that [MASK].,again
4629,"Please take it back, and be my friend [MASK].",again
4630,Then she began to sing [MASK].,again
4631,She held the boy more tightly and began to sing [MASK].,again
4632,"Morning came and the sun rose, but the girl never moved [MASK].",again
4633,"In the end, she stayed in Myanmar and never saw him [MASK].",again
4634,Rudolf wondered why and walked past the card man [MASK].  ,again
4635,I [MASK] with her in part.,agree
4636,"[MASK] 20, 4:25 a.m.",April
4637,"In Japan, the school year starts in [MASK].",April
4638,"Saturday, [MASK] 28",April
4639,"Sunday, [MASK] 29",April
4640,"Friday, [MASK] 22",April
4641,His hatred of his parents [MASK] to fade.,began
4642,Then she [MASK] to sing again.,began
4643,She held the boy more tightly and [MASK] to sing again.,began
4644,"She [MASK] to fall, but Rudolf caught her in his arms and carried her to a sofa in the room.  ",began
